"slide","species","tissue","pmid","title","abstract","keywords","involve_cancer","tech","spot_num","gene_num"
"GSE237183_GSM7596587","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2397","33538"
"GSE237183_GSM7596588","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1387","33538"
"GSE237183_GSM7596589","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2792","33538"
"GSE237183_GSM7596590","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2199","33538"
"GSE237183_GSM7596591","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1280","33538"
"GSE237183_GSM7596592","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2780","33538"
"GSE237183_GSM7596593","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1436","33538"
"GSE237183_GSM7596594","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","955","33538"
"GSE237183_GSM7596595","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1726","33538"
"GSE237183_GSM7596596","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1112","33538"
"GSE237183_GSM7596597","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2486","33538"
"GSE237183_GSM7596598","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2595","33538"
"GSE237183_GSM7596599","human","glioblastoma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2343","33538"
"GSE237183_GSM7596600","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","965","33538"
"GSE237183_GSM7596601","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","3105","33538"
"GSE237183_GSM7596602","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2607","33538"
"GSE237183_GSM7596603","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","2637","33538"
"GSE237183_GSM7596604","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","1300","33538"
"GSE237183_GSM7596605","human","glioma","","Integrative spatial analysis reveals a multi-layered organization of glioblastoma","","","False","Visium","3464","33538"
"GSE237771_GSM7648697","human","skin","","Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Spatial Transcriptomics]","","","False","Visium","230","36601"
"GSE237771_GSM7648698","human","skin","","Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Spatial Transcriptomics]","","","False","Visium","662","36601"
"GSE237771_GSM7648699","human","skin","","Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Spatial Transcriptomics]","","","False","Visium","378","36601"
"GSE237771_GSM7648700","human","skin","","Epithelial-Immune Metabolic Codependency Fuels Inflammatory Disease [Spatial Transcriptomics]","","","False","Visium","276","36601"
"GSE240102_GSM7681546","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2087","49822"
"GSE240102_GSM7681547","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2054","49822"
"GSE240102_GSM7681548","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1932","49822"
"GSE240102_GSM7681549","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2506","94448"
"GSE240102_GSM7681550","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2657","94448"
"GSE240102_GSM7681551","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2844","94448"
"GSE240102_GSM7681552","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2360","94448"
"GSE240102_GSM7681553","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1733","94448"
"GSE240102_GSM7681554","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1512","94448"
"GSE240102_GSM7681555","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1782","94448"
"GSE240102_GSM7681556","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1808","94448"
"GSE240102_GSM7681557","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1920","94448"
"GSE240102_GSM7681558","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","2217","94448"
"GSE240102_GSM7681559","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1836","94448"
"GSE240102_GSM7681560","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1948","94448"
"GSE240102_GSM7681561","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1655","94448"
"GSE240102_GSM7681562","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1559","94448"
"GSE240102_GSM7681563","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1453","94448"
"GSE240102_GSM7681564","plant","root","","Spatial Co-transcriptomics Reveals Discrete Stages of the Arbuscular Mycorrhizal Symbiosis II","","","False","Visium","1400","94448"
"GSE240429_GSM7697868","human","liver","38199298","Single-cell, single-nucleus, and spatial transcriptomics characterization of the immunological landscape in the healthy and PSC human liver","Background & aims: Primary sclerosing cholangitis (PSC) is an immune-mediated cholestatic liver disease for which there is an unmet need to understand the cellular composition of the affected liver and how it underlies disease pathogenesis. We aimed to generate a comprehensive atlas of the PSC liver using multi-omic modalities and protein-based functional validation.

Methods: We employed single-cell and single-nucleus RNA sequencing (47,156 cells and 23,000 nuclei) and spatial transcriptomics (one sample by 10x Visium and five samples with Nanostring GeoMx DSP) to profile the cellular ecosystem in 10 PSC livers. Transcriptomic profiles were compared to 24 neurologically deceased donor livers (107,542 cells) and spatial transcriptomics controls, as well as 18,240 cells and 20,202 nuclei from three PBC livers. Flow cytometry was performed to validate PSC-specific differences in immune cell phenotype and function.

Results: PSC explants with parenchymal cirrhosis and prominent periductal fibrosis contained a population of cholangiocyte-like hepatocytes that were surrounded by diverse immune cell populations. PSC-associated biliary, mesenchymal, and endothelial populations expressed chemokine and cytokine transcripts involved in immune cell recruitment. Additionally, expanded CD4+ T cells and recruited myeloid populations in the PSC liver expressed the corresponding receptors to these chemokines and cytokines, suggesting potential recruitment. Tissue-resident macrophages, by contrast, were reduced in number and exhibited a dysfunctional and downregulated inflammatory response to lipopolysaccharide and interferon-γ stimulation.

Conclusions: We present a comprehensive atlas of the PSC liver and demonstrate an exhaustion-like phenotype of myeloid cells and markers of chronic cytokine expression in late-stage PSC lesions. This atlas expands our understanding of the cellular complexity of PSC and has potential to guide the development of novel treatments.

Impact and implications: Primary sclerosing cholangitis (PSC) is a rare liver disease characterized by chronic inflammation and irreparable damage to the bile ducts, which eventually results in liver failure. Due to a limited understanding of the underlying pathogenesis of disease, treatment options are limited. To address this, we sequenced healthy and diseased livers to compare the activity, interactions, and localization of immune and non-immune cells. This revealed that hepatocytes lining PSC scar regions co-express cholangiocyte markers, whereas immune cells infiltrate the scar lesions. Of these cells, macrophages, which typically contribute to tissue repair, were enriched in immunoregulatory genes and demonstrated a lack of responsiveness to stimulation. These cells may be involved in maintaining hepatic inflammation and could be a target for novel therapies.","Liver; Myeloid Dysfunction; Primary Sclerosing Cholangitis; Single Cell RNA sequencing; Spatial Transcriptomics.","False","Visium","2378","36601"
"GSE240429_GSM7697869","human","liver","38199298","Single-cell, single-nucleus, and spatial transcriptomics characterization of the immunological landscape in the healthy and PSC human liver","Background & aims: Primary sclerosing cholangitis (PSC) is an immune-mediated cholestatic liver disease for which there is an unmet need to understand the cellular composition of the affected liver and how it underlies disease pathogenesis. We aimed to generate a comprehensive atlas of the PSC liver using multi-omic modalities and protein-based functional validation.

Methods: We employed single-cell and single-nucleus RNA sequencing (47,156 cells and 23,000 nuclei) and spatial transcriptomics (one sample by 10x Visium and five samples with Nanostring GeoMx DSP) to profile the cellular ecosystem in 10 PSC livers. Transcriptomic profiles were compared to 24 neurologically deceased donor livers (107,542 cells) and spatial transcriptomics controls, as well as 18,240 cells and 20,202 nuclei from three PBC livers. Flow cytometry was performed to validate PSC-specific differences in immune cell phenotype and function.

Results: PSC explants with parenchymal cirrhosis and prominent periductal fibrosis contained a population of cholangiocyte-like hepatocytes that were surrounded by diverse immune cell populations. PSC-associated biliary, mesenchymal, and endothelial populations expressed chemokine and cytokine transcripts involved in immune cell recruitment. Additionally, expanded CD4+ T cells and recruited myeloid populations in the PSC liver expressed the corresponding receptors to these chemokines and cytokines, suggesting potential recruitment. Tissue-resident macrophages, by contrast, were reduced in number and exhibited a dysfunctional and downregulated inflammatory response to lipopolysaccharide and interferon-γ stimulation.

Conclusions: We present a comprehensive atlas of the PSC liver and demonstrate an exhaustion-like phenotype of myeloid cells and markers of chronic cytokine expression in late-stage PSC lesions. This atlas expands our understanding of the cellular complexity of PSC and has potential to guide the development of novel treatments.

Impact and implications: Primary sclerosing cholangitis (PSC) is a rare liver disease characterized by chronic inflammation and irreparable damage to the bile ducts, which eventually results in liver failure. Due to a limited understanding of the underlying pathogenesis of disease, treatment options are limited. To address this, we sequenced healthy and diseased livers to compare the activity, interactions, and localization of immune and non-immune cells. This revealed that hepatocytes lining PSC scar regions co-express cholangiocyte markers, whereas immune cells infiltrate the scar lesions. Of these cells, macrophages, which typically contribute to tissue repair, were enriched in immunoregulatory genes and demonstrated a lack of responsiveness to stimulation. These cells may be involved in maintaining hepatic inflammation and could be a target for novel therapies.","Liver; Myeloid Dysfunction; Primary Sclerosing Cholangitis; Single Cell RNA sequencing; Spatial Transcriptomics.","False","Visium","2349","36601"
"GSE240429_GSM7697870","human","liver","38199298","Single-cell, single-nucleus, and spatial transcriptomics characterization of the immunological landscape in the healthy and PSC human liver","Background & aims: Primary sclerosing cholangitis (PSC) is an immune-mediated cholestatic liver disease for which there is an unmet need to understand the cellular composition of the affected liver and how it underlies disease pathogenesis. We aimed to generate a comprehensive atlas of the PSC liver using multi-omic modalities and protein-based functional validation.

Methods: We employed single-cell and single-nucleus RNA sequencing (47,156 cells and 23,000 nuclei) and spatial transcriptomics (one sample by 10x Visium and five samples with Nanostring GeoMx DSP) to profile the cellular ecosystem in 10 PSC livers. Transcriptomic profiles were compared to 24 neurologically deceased donor livers (107,542 cells) and spatial transcriptomics controls, as well as 18,240 cells and 20,202 nuclei from three PBC livers. Flow cytometry was performed to validate PSC-specific differences in immune cell phenotype and function.

Results: PSC explants with parenchymal cirrhosis and prominent periductal fibrosis contained a population of cholangiocyte-like hepatocytes that were surrounded by diverse immune cell populations. PSC-associated biliary, mesenchymal, and endothelial populations expressed chemokine and cytokine transcripts involved in immune cell recruitment. Additionally, expanded CD4+ T cells and recruited myeloid populations in the PSC liver expressed the corresponding receptors to these chemokines and cytokines, suggesting potential recruitment. Tissue-resident macrophages, by contrast, were reduced in number and exhibited a dysfunctional and downregulated inflammatory response to lipopolysaccharide and interferon-γ stimulation.

Conclusions: We present a comprehensive atlas of the PSC liver and demonstrate an exhaustion-like phenotype of myeloid cells and markers of chronic cytokine expression in late-stage PSC lesions. This atlas expands our understanding of the cellular complexity of PSC and has potential to guide the development of novel treatments.

Impact and implications: Primary sclerosing cholangitis (PSC) is a rare liver disease characterized by chronic inflammation and irreparable damage to the bile ducts, which eventually results in liver failure. Due to a limited understanding of the underlying pathogenesis of disease, treatment options are limited. To address this, we sequenced healthy and diseased livers to compare the activity, interactions, and localization of immune and non-immune cells. This revealed that hepatocytes lining PSC scar regions co-express cholangiocyte markers, whereas immune cells infiltrate the scar lesions. Of these cells, macrophages, which typically contribute to tissue repair, were enriched in immunoregulatory genes and demonstrated a lack of responsiveness to stimulation. These cells may be involved in maintaining hepatic inflammation and could be a target for novel therapies.","Liver; Myeloid Dysfunction; Primary Sclerosing Cholangitis; Single Cell RNA sequencing; Spatial Transcriptomics.","False","Visium","2277","36601"
"GSE240429_GSM7697871","human","liver","38199298","Single-cell, single-nucleus, and spatial transcriptomics characterization of the immunological landscape in the healthy and PSC human liver","Background & aims: Primary sclerosing cholangitis (PSC) is an immune-mediated cholestatic liver disease for which there is an unmet need to understand the cellular composition of the affected liver and how it underlies disease pathogenesis. We aimed to generate a comprehensive atlas of the PSC liver using multi-omic modalities and protein-based functional validation.

Methods: We employed single-cell and single-nucleus RNA sequencing (47,156 cells and 23,000 nuclei) and spatial transcriptomics (one sample by 10x Visium and five samples with Nanostring GeoMx DSP) to profile the cellular ecosystem in 10 PSC livers. Transcriptomic profiles were compared to 24 neurologically deceased donor livers (107,542 cells) and spatial transcriptomics controls, as well as 18,240 cells and 20,202 nuclei from three PBC livers. Flow cytometry was performed to validate PSC-specific differences in immune cell phenotype and function.

Results: PSC explants with parenchymal cirrhosis and prominent periductal fibrosis contained a population of cholangiocyte-like hepatocytes that were surrounded by diverse immune cell populations. PSC-associated biliary, mesenchymal, and endothelial populations expressed chemokine and cytokine transcripts involved in immune cell recruitment. Additionally, expanded CD4+ T cells and recruited myeloid populations in the PSC liver expressed the corresponding receptors to these chemokines and cytokines, suggesting potential recruitment. Tissue-resident macrophages, by contrast, were reduced in number and exhibited a dysfunctional and downregulated inflammatory response to lipopolysaccharide and interferon-γ stimulation.

Conclusions: We present a comprehensive atlas of the PSC liver and demonstrate an exhaustion-like phenotype of myeloid cells and markers of chronic cytokine expression in late-stage PSC lesions. This atlas expands our understanding of the cellular complexity of PSC and has potential to guide the development of novel treatments.

Impact and implications: Primary sclerosing cholangitis (PSC) is a rare liver disease characterized by chronic inflammation and irreparable damage to the bile ducts, which eventually results in liver failure. Due to a limited understanding of the underlying pathogenesis of disease, treatment options are limited. To address this, we sequenced healthy and diseased livers to compare the activity, interactions, and localization of immune and non-immune cells. This revealed that hepatocytes lining PSC scar regions co-express cholangiocyte markers, whereas immune cells infiltrate the scar lesions. Of these cells, macrophages, which typically contribute to tissue repair, were enriched in immunoregulatory genes and demonstrated a lack of responsiveness to stimulation. These cells may be involved in maintaining hepatic inflammation and could be a target for novel therapies.","Liver; Myeloid Dysfunction; Primary Sclerosing Cholangitis; Single Cell RNA sequencing; Spatial Transcriptomics.","False","Visium","2265","36601"
"GSE240715_GSM7708218","mouse","brain","37855382","Spatial transcriptomics map of the embryonic mouse brain - a tool to explore neurogenesis","The developing brain has a well-organized anatomical structure comprising different types of neural and non-neural cells. Stem cells, progenitors and newborn neurons tightly interact with their neighbouring cells and tissue microenvironment, and this intricate interplay ultimately shapes the output of neurogenesis. Given the relevance of spatial cues during brain development, we acknowledge the necessity for a spatial transcriptomics map accessible to the neurodevelopmental community. To fulfil this need, we generated spatially resolved RNA sequencing (RNAseq) data from embryonic day 13.5 mouse brain sections immunostained for mitotic active neural and vascular cells. Unsupervised clustering defined specific cell type populations of diverse lineages and differentiation states. Differential expression analysis revealed unique transcriptional signatures across specific brain areas, uncovering novel features inherent to particular anatomical domains. Finally, we integrated existing single-cell RNAseq datasets into our spatial transcriptomics map, adding tissue context to single-cell RNAseq data. In summary, we provide a valuable tool that enables the exploration and discovery of unforeseen molecular players involved in neurogenesis, particularly in the crosstalk between different cell types.","Gene expression atlas; Mouse telencephalon; Neurodevelopment; Single-cell and spatial transcriptomics data integration.","False","Visium","1196","32285"
"GSE240715_GSM7708219","mouse","brain","37855382","Spatial transcriptomics map of the embryonic mouse brain - a tool to explore neurogenesis","The developing brain has a well-organized anatomical structure comprising different types of neural and non-neural cells. Stem cells, progenitors and newborn neurons tightly interact with their neighbouring cells and tissue microenvironment, and this intricate interplay ultimately shapes the output of neurogenesis. Given the relevance of spatial cues during brain development, we acknowledge the necessity for a spatial transcriptomics map accessible to the neurodevelopmental community. To fulfil this need, we generated spatially resolved RNA sequencing (RNAseq) data from embryonic day 13.5 mouse brain sections immunostained for mitotic active neural and vascular cells. Unsupervised clustering defined specific cell type populations of diverse lineages and differentiation states. Differential expression analysis revealed unique transcriptional signatures across specific brain areas, uncovering novel features inherent to particular anatomical domains. Finally, we integrated existing single-cell RNAseq datasets into our spatial transcriptomics map, adding tissue context to single-cell RNAseq data. In summary, we provide a valuable tool that enables the exploration and discovery of unforeseen molecular players involved in neurogenesis, particularly in the crosstalk between different cell types.","Gene expression atlas; Mouse telencephalon; Neurodevelopment; Single-cell and spatial transcriptomics data integration.","False","Visium","1152","32285"
"GSE240715_GSM7708220","mouse","brain","37855382","Spatial transcriptomics map of the embryonic mouse brain - a tool to explore neurogenesis","The developing brain has a well-organized anatomical structure comprising different types of neural and non-neural cells. Stem cells, progenitors and newborn neurons tightly interact with their neighbouring cells and tissue microenvironment, and this intricate interplay ultimately shapes the output of neurogenesis. Given the relevance of spatial cues during brain development, we acknowledge the necessity for a spatial transcriptomics map accessible to the neurodevelopmental community. To fulfil this need, we generated spatially resolved RNA sequencing (RNAseq) data from embryonic day 13.5 mouse brain sections immunostained for mitotic active neural and vascular cells. Unsupervised clustering defined specific cell type populations of diverse lineages and differentiation states. Differential expression analysis revealed unique transcriptional signatures across specific brain areas, uncovering novel features inherent to particular anatomical domains. Finally, we integrated existing single-cell RNAseq datasets into our spatial transcriptomics map, adding tissue context to single-cell RNAseq data. In summary, we provide a valuable tool that enables the exploration and discovery of unforeseen molecular players involved in neurogenesis, particularly in the crosstalk between different cell types.","Gene expression atlas; Mouse telencephalon; Neurodevelopment; Single-cell and spatial transcriptomics data integration.","False","Visium","984","32285"
"GSE240715_GSM7708221","mouse","brain","37855382","Spatial transcriptomics map of the embryonic mouse brain - a tool to explore neurogenesis","The developing brain has a well-organized anatomical structure comprising different types of neural and non-neural cells. Stem cells, progenitors and newborn neurons tightly interact with their neighbouring cells and tissue microenvironment, and this intricate interplay ultimately shapes the output of neurogenesis. Given the relevance of spatial cues during brain development, we acknowledge the necessity for a spatial transcriptomics map accessible to the neurodevelopmental community. To fulfil this need, we generated spatially resolved RNA sequencing (RNAseq) data from embryonic day 13.5 mouse brain sections immunostained for mitotic active neural and vascular cells. Unsupervised clustering defined specific cell type populations of diverse lineages and differentiation states. Differential expression analysis revealed unique transcriptional signatures across specific brain areas, uncovering novel features inherent to particular anatomical domains. Finally, we integrated existing single-cell RNAseq datasets into our spatial transcriptomics map, adding tissue context to single-cell RNAseq data. In summary, we provide a valuable tool that enables the exploration and discovery of unforeseen molecular players involved in neurogenesis, particularly in the crosstalk between different cell types.","Gene expression atlas; Mouse telencephalon; Neurodevelopment; Single-cell and spatial transcriptomics data integration.","False","Visium","1266","32285"
"GSE242270_GSM7757568","human","kidney","","Spatiotemporal immune atlas of a clinical-grade gene-edited pig-to-human kidney xenotransplant","","","False","Visium","3555","47963"
"GSE242270_GSM7757569","pig","kidney","","Spatiotemporal immune atlas of a clinical-grade gene-edited pig-to-human kidney xenotransplant","","","False","Visium","4443","41918"
"GSE242311_GSM7757970","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2830","17943"
"GSE242311_GSM7757971","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2185","17943"
"GSE242311_GSM7757972","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","1505","17943"
"GSE242311_GSM7757973","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2420","17943"
"GSE242311_GSM7757974","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2276","17943"
"GSE242311_GSM7757975","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","3210","17943"
"GSE242311_GSM7757976","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2622","17943"
"GSE242311_GSM7757977","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2707","17943"
"GSE242311_GSM7757978","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2753","17943"
"GSE242311_GSM7757979","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2166","17943"
"GSE242311_GSM7757980","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2305","17943"
"GSE242311_GSM7757981","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","3127","17943"
"GSE242311_GSM7757982","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2440","17943"
"GSE242311_GSM7757983","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2670","17943"
"GSE242311_GSM7757984","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","2885","17943"
"GSE242311_GSM7757985","human","breast","","Spatial heterogeneity of integrins and their ligands in primary breast tumors","","","True","Visium","3275","17943"
"GSE243179_GSM7780296","human","heart","37881937","Clonal Proliferation Within Smooth Muscle Cells in Unstable Human Atherosclerotic Lesions","Background: Studies in humans and mice using the expression of an X-linked gene or lineage tracing, respectively, have suggested that clones of smooth muscle cells (SMCs) exist in human atherosclerotic lesions but are limited by either spatial resolution or translatability of the model.

Methods: Phenotypic clonality can be detected by X-chromosome inactivation patterns. We investigated whether clones of SMCs exist in unstable human atheroma using RNA in situ hybridization (BaseScope) to identify a naturally occurring 24-nucleotide deletion in the 3'UTR of the X-linked BGN (biglycan) gene, a proteoglycan highly expressed by SMCs. BGN-specific BaseScope probes were designed to target the wild-type or deletion mRNA. Three different coronary artery plaque types (erosion, rupture, and adaptive intimal thickening) were selected from heterozygous females for the deletion BGN. Hybridization of target RNA-specific probes was used to visualize the spatial distribution of mutants. A clonality index was calculated from the percentage of each probe in each region of interest. Spatial transcriptomics were used to identify differentially expressed transcripts within clonal and nonclonal regions.

Results: Less than one-half of regions of interest in the intimal plaque were considered clonal with the mean percent regions of interest with clonality higher in the intimal plaque than in the media. This was consistent for all plaque types. The relationship of the dominant clone in the intimal plaque and media showed significant concordance. In comparison with the nonclonal lesions, the regions with SMC clonality had lower expression of genes encoding cell growth suppressors such as CD74, SERF-2 (small EDRK-rich factor 2), CTSB (cathepsin B), and HLA-DPA1 (major histocompatibility complex, class II, DP alpha 1), among others.

Conclusions: Our novel approach to examine clonality suggests atherosclerosis is primarily a disease of polyclonally and to a lesser extent clonally expanded SMCs and may have implications for the development of antiatherosclerotic therapies.","atherosclerosis; biglycan; coronary artery disease; gene expression; pathology.","False","Visium","2615","17943"
"GSE243179_GSM7780297","human","heart","37881937","Clonal Proliferation Within Smooth Muscle Cells in Unstable Human Atherosclerotic Lesions","Background: Studies in humans and mice using the expression of an X-linked gene or lineage tracing, respectively, have suggested that clones of smooth muscle cells (SMCs) exist in human atherosclerotic lesions but are limited by either spatial resolution or translatability of the model.

Methods: Phenotypic clonality can be detected by X-chromosome inactivation patterns. We investigated whether clones of SMCs exist in unstable human atheroma using RNA in situ hybridization (BaseScope) to identify a naturally occurring 24-nucleotide deletion in the 3'UTR of the X-linked BGN (biglycan) gene, a proteoglycan highly expressed by SMCs. BGN-specific BaseScope probes were designed to target the wild-type or deletion mRNA. Three different coronary artery plaque types (erosion, rupture, and adaptive intimal thickening) were selected from heterozygous females for the deletion BGN. Hybridization of target RNA-specific probes was used to visualize the spatial distribution of mutants. A clonality index was calculated from the percentage of each probe in each region of interest. Spatial transcriptomics were used to identify differentially expressed transcripts within clonal and nonclonal regions.

Results: Less than one-half of regions of interest in the intimal plaque were considered clonal with the mean percent regions of interest with clonality higher in the intimal plaque than in the media. This was consistent for all plaque types. The relationship of the dominant clone in the intimal plaque and media showed significant concordance. In comparison with the nonclonal lesions, the regions with SMC clonality had lower expression of genes encoding cell growth suppressors such as CD74, SERF-2 (small EDRK-rich factor 2), CTSB (cathepsin B), and HLA-DPA1 (major histocompatibility complex, class II, DP alpha 1), among others.

Conclusions: Our novel approach to examine clonality suggests atherosclerosis is primarily a disease of polyclonally and to a lesser extent clonally expanded SMCs and may have implications for the development of antiatherosclerotic therapies.","atherosclerosis; biglycan; coronary artery disease; gene expression; pathology.","False","Visium","1283","17943"
"GSE243225_GSM7781044","ambystoma mexicanum","arm","37816738","Multi-species atlas resolves an axolotl limb development and regeneration paradox","Humans and other tetrapods are considered to require apical-ectodermal-ridge (AER) cells for limb development, and AER-like cells are suggested to be re-formed to initiate limb regeneration. Paradoxically, the presence of AER in the axolotl, a primary model organism for regeneration, remains controversial. Here, by leveraging a single-cell transcriptomics-based multi-species atlas, composed of axolotl, human, mouse, chicken, and frog cells, we first establish that axolotls contain cells with AER characteristics. Further analyses and spatial transcriptomics reveal that axolotl limbs do not fully re-form AER cells during regeneration. Moreover, the axolotl mesoderm displays part of the AER machinery, revealing a program for limb (re)growth. These results clarify the debate about the axolotl AER and the extent to which the limb developmental program is recapitulated during regeneration.","","False","Visium","1089","99088"
"GSE243291_GSM7782914","human","muscle","38067175","Spatial Transcriptomics Reveals Signatures of Histopathological Changes in Muscular Sarcoidosis","Sarcoidosis is a multisystemic disease characterized by non-caseating granuloma infiltrating various organs. The form with symptomatic muscular involvement is called muscular sarcoidosis. The impact of immune cells composing the granuloma on the skeletal muscle is misunderstood. Here, we investigated the granuloma-skeletal muscle interactions through spatial transcriptomics on two patients affected by muscular sarcoidosis. Five major transcriptomic clusters corresponding to perigranuloma, granuloma, and three successive muscle tissue areas (proximal, intermediate, and distal) around the granuloma were identified. Analyses revealed upregulated pathways in the granuloma corresponding to the activation of T-lymphocytes and monocytes/macrophages cytokines, the upregulation of extracellular matrix signatures, and the induction of the TGF-β signaling in the perigranuloma. A comparison between the proximal and distal muscles to the granuloma revealed an inverse correlation between the distance to the granuloma and the upregulation of cellular response to interferon-γ/α, TNF-α, IL-1,4,6, fibroblast proliferation, epithelial to mesenchymal cell transition, and the downregulation of muscle gene expression. These data shed light on the intercommunications between granulomas and the muscle tissue and provide pathophysiological mechanisms by showing that granuloma immune cells have a direct impact on proximal muscle tissue by promoting its progressive replacement by fibrosis via the expression of pro-inflammatory and profibrosing signatures. These data could possibly explain the evolution towards a state of disability for some patients.","Visium; fibrosis; granuloma; muscular sarcoidosis; skeletal muscle; spatial transcriptomic.","False","Visium","2299","17943"
